1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
1.13E+03,6.25E+02,9.67E+02,1.88E+03,1.30E+03
