1.077000000000000000e+04,1.118300000000000000e+04,2.000000000000000000e+00
1.189800000000000000e+04,1.238200000000000000e+04,4.000000000000000000e+00
1.190300000000000000e+04,1.241900000000000000e+04,5.000000000000000000e+00
1.193700000000000000e+04,1.241800000000000000e+04,3.000000000000000000e+00
1.285500000000000000e+04,1.330000000000000000e+04,5.000000000000000000e+00
1.285700000000000000e+04,1.324000000000000000e+04,4.000000000000000000e+00
1.297300000000000000e+04,1.330100000000000000e+04,3.000000000000000000e+00
1.414100000000000000e+04,1.468000000000000000e+04,5.000000000000000000e+00
1.417300000000000000e+04,1.469400000000000000e+04,4.000000000000000000e+00
1.630000000000000000e+04,1.638400000000000000e+04,4.000000000000000000e+00
1.647900000000000000e+04,1.672000000000000000e+04,4.000000000000000000e+00
1.707900000000000000e+04,1.753800000000000000e+04,3.000000000000000000e+00
1.789700000000000000e+04,1.821600000000000000e+04,3.000000000000000000e+00
1.829800000000000000e+04,1.833900000000000000e+04,3.000000000000000000e+00
1.858200000000000000e+04,1.898100000000000000e+04,3.000000000000000000e+00
1.901900000000000000e+04,1.914200000000000000e+04,3.000000000000000000e+00
1.998200000000000000e+04,2.048000000000000000e+04,4.000000000000000000e+00
2.090300000000000000e+04,2.118600000000000000e+04,4.000000000000000000e+00
2.121500000000000000e+04,2.126200000000000000e+04,4.000000000000000000e+00
2.275900000000000000e+04,2.306300000000000000e+04,4.000000000000000000e+00
2.309600000000000000e+04,2.320000000000000000e+04,4.000000000000000000e+00
2.390100000000000000e+04,2.422000000000000000e+04,1.000000000000000000e+00
2.485400000000000000e+04,2.521900000000000000e+04,1.000000000000000000e+00
2.569700000000000000e+04,2.609400000000000000e+04,1.000000000000000000e+00
2.777800000000000000e+04,2.834000000000000000e+04,2.000000000000000000e+00
2.905100000000000000e+04,2.958500000000000000e+04,2.000000000000000000e+00
3.013500000000000000e+04,3.064000000000000000e+04,2.000000000000000000e+00
3.249400000000000000e+04,3.360000000000000000e+04,2.000000000000000000e+00
3.365800000000000000e+04,3.369900000000000000e+04,2.000000000000000000e+00
3.409800000000000000e+04,3.450400000000000000e+04,2.000000000000000000e+00
3.513900000000000000e+04,3.558000000000000000e+04,2.000000000000000000e+00
3.589900000000000000e+04,3.613500000000000000e+04,2.000000000000000000e+00
3.625300000000000000e+04,3.657500000000000000e+04,1.000000000000000000e+00
3.722100000000000000e+04,3.733800000000000000e+04,2.000000000000000000e+00
3.725400000000000000e+04,3.761700000000000000e+04,1.000000000000000000e+00
3.741600000000000000e+04,3.766200000000000000e+04,2.000000000000000000e+00
3.825000000000000000e+04,3.857800000000000000e+04,1.000000000000000000e+00
3.825600000000000000e+04,3.877800000000000000e+04,2.000000000000000000e+00
3.925500000000000000e+04,3.974000000000000000e+04,1.000000000000000000e+00
4.021900000000000000e+04,4.072000000000000000e+04,2.000000000000000000e+00
4.118100000000000000e+04,4.156000000000000000e+04,2.000000000000000000e+00
4.194100000000000000e+04,4.229500000000000000e+04,2.000000000000000000e+00
4.265600000000000000e+04,4.294300000000000000e+04,2.000000000000000000e+00
4.315900000000000000e+04,4.321400000000000000e+04,2.000000000000000000e+00
4.334000000000000000e+04,4.353300000000000000e+04,2.000000000000000000e+00
4.439900000000000000e+04,4.473800000000000000e+04,2.000000000000000000e+00
4.502500000000000000e+04,4.541700000000000000e+04,2.000000000000000000e+00
4.589500000000000000e+04,4.625400000000000000e+04,2.000000000000000000e+00
4.721900000000000000e+04,4.773600000000000000e+04,2.000000000000000000e+00
4.819900000000000000e+04,4.897700000000000000e+04,2.000000000000000000e+00
4.943900000000000000e+04,5.001400000000000000e+04,2.000000000000000000e+00
4.946000000000000000e+04,4.993900000000000000e+04,4.000000000000000000e+00
4.953700000000000000e+04,4.997600000000000000e+04,3.000000000000000000e+00
5.057100000000000000e+04,5.090400000000000000e+04,5.000000000000000000e+00
5.057800000000000000e+04,5.090000000000000000e+04,4.000000000000000000e+00
5.061400000000000000e+04,5.094000000000000000e+04,3.000000000000000000e+00
5.137900000000000000e+04,5.170000000000000000e+04,4.000000000000000000e+00
5.138000000000000000e+04,5.170100000000000000e+04,5.000000000000000000e+00
5.193600000000000000e+04,5.209800000000000000e+04,4.000000000000000000e+00
5.217900000000000000e+04,5.240000000000000000e+04,4.000000000000000000e+00
